date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:05	8660/8660	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ff706-21d4%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	font/ttf	etag:W/%22639ff706-21d4%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:07	45871/45871	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ff706-b32f%22	https://themewagon.github.io/builerz/lib/flaticon/font/Flaticon.svg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/flaticon/font/Flaticon.svg	(from https://themewagon.github.io/builerz/lib/flaticon/font/flaticon.css)
16:34:07	4976/4976	---M--	200	added ('OK')	image/png	etag:%22639ff706-1370%22	https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.carousel.min.css)
16:34:08	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22639ff706-211c%22	https://themewagon.github.io/builerz/lib/lightbox/images/loading.gif	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/builerz/lib/lightbox/css/lightbox.min.css)
16:34:09	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22639ff706-1052%22	https://themewagon.github.io/builerz/lib/slick/ajax-loader.gif	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/ajax-loader.gif	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:10	4976/4976	URF---	200	added ('OK%20(cached)')	image/png		https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/builerz/lib/owlcarousel/assets/owl.carousel.min.css)
16:34:10	8476/8476	URF---	200	added ('OK%20(cached)')	image/gif		https://themewagon.github.io/builerz/lib/lightbox/images/loading.gif	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/builerz/lib/lightbox/css/lightbox.min.css)
16:34:10	4178/4178	URF---	200	added ('OK%20(cached)')	image/gif		https://themewagon.github.io/builerz/lib/slick/ajax-loader.gif	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/ajax-loader.gif	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:10	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slick.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:11	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slick.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:11	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot?	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slickd41d.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:12	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/vnd.ms-fontobject	etag:W/%22639ff706-800%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.eot?	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slickd41d.eot	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:12	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22639ff706-564%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.woff	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slick.woff	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:13	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ff706-764%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.ttf	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slick.ttf	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:14	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ff706-868%22	https://themewagon.github.io/builerz/lib/slick/fonts/slick.svg	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/lib/slick/fonts/slick.svg	(from https://themewagon.github.io/builerz/lib/slick/slick-theme.css)
16:34:15	630/630	---M--	200	added ('OK')	image/png	etag:%22639ff706-276%22	https://themewagon.github.io/builerz/img/quote.png	/Users/shreyashkantilalpawar/websites/Construction/themewagon.github.io/builerz/img/quote.png	(from https://themewagon.github.io/builerz/css/style.css)
